OWNER;TABLE_NAME;NUM_ROWS;DUPLICATED;COLUMN_ID;COLUMN_NAME;DATA_TYPE;DATA_LENGTH;NULLABLE;DATA_SCALE;AVG_COL_LEN;NUM_DISTINCT;NUM_NULLS;DEFAULT_ON_NULL;COMMENTS;CONSTRAINTS
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;1;JOB_EXECUTION_ID;NUMBER;22;N;0;4;218;0;NO;;JOB_EXEC_PARAMS_FK (FOREIGN KEY: ENABLED)- SYS_C00121328 (C: ENABLED)
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;2;TYPE_CD;VARCHAR2;6;N;;5;1;0;NO;;SYS_C00121329 (C: ENABLED)
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;3;KEY_NAME;VARCHAR2;100;N;;5;1;0;NO;;SYS_C00121330 (C: ENABLED)
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;4;STRING_VAL;VARCHAR2;250;Y;;0;0;218;NO;; (: )
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;5;DATE_VAL;TIMESTAMP(6);11;Y;6;11;108;0;NO;; (: )
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;6;LONG_VAL;NUMBER;22;Y;0;2;1;0;NO;; (: )
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;7;DOUBLE_VAL;NUMBER;22;Y;;2;1;0;NO;; (: )
SIGET;BATCH_JOB_EXECUTION_PARAMS;218;N;8;IDENTIFYING;CHAR;1;N;;2;1;0;NO;;SYS_C00121331 (C: ENABLED)
SIGET;BATCH_JOB_INSTANCE;218;N;1;JOB_INSTANCE_ID;NUMBER;22;N;0;4;218;0;NO;;SYS_C00123574 (C: ENABLED)- SYS_C00142792 (PRIMARY KEY: ENABLED)
SIGET;BATCH_JOB_INSTANCE;218;N;2;VERSION;NUMBER;22;Y;0;2;1;0;NO;; (: )
SIGET;BATCH_JOB_INSTANCE;218;N;3;JOB_NAME;VARCHAR2;100;N;;16;7;0;NO;;JOB_INST_UN (UNIQUE: ENABLED)- SYS_C00123575 (C: ENABLED)
SIGET;BATCH_JOB_INSTANCE;218;N;4;JOB_KEY;VARCHAR2;32;N;;33;108;0;NO;;JOB_INST_UN (UNIQUE: ENABLED)- SYS_C00123576 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION;218;N;1;STEP_EXECUTION_ID;NUMBER;22;N;0;4;218;0;NO;;SYS_C00135076 (PRIMARY KEY: ENABLED)- SYS_C0079887 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION;218;N;2;VERSION;NUMBER;22;N;0;4;52;0;NO;;SYS_C0079888 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION;218;N;3;STEP_NAME;VARCHAR2;100;N;;18;7;0;NO;;SYS_C0079889 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION;218;N;4;JOB_EXECUTION_ID;NUMBER;22;N;0;4;218;0;NO;;JOB_EXEC_STEP_FK (FOREIGN KEY: ENABLED)- SYS_C0079890 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION;218;N;5;START_TIME;TIMESTAMP(6);11;N;6;11;202;0;NO;;SYS_C0079891 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION;218;N;6;END_TIME;TIMESTAMP(6);11;Y;6;11;218;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;7;STATUS;VARCHAR2;10;Y;;8;3;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;8;COMMIT_COUNT;NUMBER;22;Y;0;3;52;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;9;READ_COUNT;NUMBER;22;Y;0;4;58;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;10;FILTER_COUNT;NUMBER;22;Y;0;2;1;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;11;WRITE_COUNT;NUMBER;22;Y;0;4;80;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;12;READ_SKIP_COUNT;NUMBER;22;Y;0;2;1;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;13;WRITE_SKIP_COUNT;NUMBER;22;Y;0;2;1;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;14;PROCESS_SKIP_COUNT;NUMBER;22;Y;0;3;10;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;15;ROLLBACK_COUNT;NUMBER;22;Y;0;3;15;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;16;EXIT_CODE;VARCHAR2;100;Y;;8;3;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;17;EXIT_MESSAGE;VARCHAR2;2500;Y;;1883;22;52;NO;; (: )
SIGET;BATCH_STEP_EXECUTION;218;N;18;LAST_UPDATED;TIMESTAMP(6);11;Y;6;11;218;0;NO;; (: )
SIGET;BATCH_STEP_EXECUTION_CONTEXT;218;N;1;STEP_EXECUTION_ID;NUMBER;22;N;0;4;218;0;NO;;STEP_EXEC_CTX_FK (FOREIGN KEY: ENABLED)- SYS_C00138357 (PRIMARY KEY: ENABLED)- SYS_C0096312 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION_CONTEXT;218;N;2;SHORT_CONTEXT;VARCHAR2;2500;N;;168;56;0;NO;;SYS_C0096313 (C: ENABLED)
SIGET;BATCH_STEP_EXECUTION_CONTEXT;218;N;3;SERIALIZED_CONTEXT;CLOB;4000;Y;;0;0;218;NO;; (: )
SIGET;CERTIFICADO;;N;1;ID;NUMBER;22;N;0;;;;NO;;SYS_C0078856 (C: ENABLED)- XPKCERTIFICADO (PRIMARY KEY: ENABLED)
SIGET;CERTIFICADO;;N;2;CPF;VARCHAR2;255;N;;;;;NO;;SYS_C0078857 (C: ENABLED)
SIGET;CERTIFICADO;;N;3;CONTENT;RAW;255;N;;;;;NO;;SYS_C0078858 (C: ENABLED)
SIGET;CERTIFICADO;;N;4;MD5;VARCHAR2;255;N;;;;;NO;;SYS_C0078859 (C: ENABLED)
SIGET;CERTIFICADO;;N;5;SERIAL_NUMBER;VARCHAR2;255;N;;;;;NO;;SYS_C0078860 (C: ENABLED)
SIGET;CERTIFICADO;;N;6;SUBJECT_KEY_ID;VARCHAR2;255;N;;;;;NO;;SYS_C0078861 (C: ENABLED)
SIGET;CERTIFICADO;;N;7;SUBJECT_NAME;VARCHAR2;255;N;;;;;NO;;SYS_C0078862 (C: ENABLED)
SIGET;CERTIFICADO;;N;8;ISSUERID;NUMBER;22;Y;0;;;;NO;;FK_ICPBL_CRTFCADO_CRTFCADO (FOREIGN KEY: ENABLED)
SIGET;CHALLENGE;751;N;1;ID_CHALLENGER;NUMBER;22;N;0;4;751;0;NO;;SYS_C0081434 (C: ENABLED)- XPKCHALLENGE (PRIMARY KEY: ENABLED)
SIGET;CHALLENGE;751;N;2;DATA_GERACAO;DATE;7;Y;;8;678;0;NO;; (: )
SIGET;CHALLENGE;751;N;3;DATA_VERIFICACAO;DATE;7;Y;;2;100;651;NO;; (: )
SIGET;CHALLENGE;751;N;4;RESULTADO;NUMBER;22;Y;0;3;4;0;NO;; (: )
SIGET;CHALLENGE;751;N;5;TOKEN;VARCHAR2;255;Y;;37;751;0;NO;; (: )
SIGET;CHALLENGE;751;N;6;ID_CERTIFICADO;NUMBER;22;Y;0;0;0;751;NO;;FK_ICPBL_CERTIFICADO_CHALENGE (FOREIGN KEY: ENABLED)
SIGET;CHALLENGE;751;N;7;ID_SISTEMA;NUMBER;22;Y;0;3;3;0;NO;;FK_ICPBL_SISTEMA_CHALLENGE (FOREIGN KEY: ENABLED)
SIGET;CONTATO;3;N;1;ID;NUMBER;22;N;;4;3;0;YES;;SYS_C00124957 (C: ENABLED)- SYS_C00132504 (PRIMARY KEY: ENABLED)
SIGET;CONTATO;3;N;2;NOME;VARCHAR2;255;Y;;22;3;0;NO;; (: )
SIGET;CONTATO;3;N;3;EMAIL;VARCHAR2;255;Y;;25;3;0;NO;; (: )
SIGET;CONTATO;3;N;4;ENDERECO;VARCHAR2;255;Y;;19;3;0;NO;; (: )
SIGET;CONTATO;3;N;5;DATANASCIMENTO;DATE;7;Y;;8;3;0;NO;; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;1;SEQ_DEBITO_FISCAL_DOC_MON;NUMBER;22;N;0;;;;NO;Sequencial do registro de debito anexado ao termo;PK_DEBITO_FISCAL_DOC_MON (PRIMARY KEY: ENABLED)- SYS_C00100787 (C: ENABLED)
SIGET;DEBITO_FISCAL_DOC_MON;;N;2;SEQ_DEBITO_AIX;NUMBER;22;Y;0;;;;NO;; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;3;SEQ_IND_DOC_MONITORAMENTO;NUMBER;22;Y;0;;;;NO;Sequencial num�rico e chave prim�ria do registro de indicador-compet�ncia no documento de monitoramento;FK_DEBITO_F_REFERENCE_IND_DOC_ (FOREIGN KEY: ENABLED)
SIGET;DEBITO_FISCAL_DOC_MON;;N;4;DSC_DEBITO_FISCAL_DOC_MON;VARCHAR2;100;N;;;;;NO;Descri��o do Debito;SYS_C00100788 (C: ENABLED)
SIGET;DEBITO_FISCAL_DOC_MON;;N;5;VLR_BASE_CALCULO;NUMBER;22;N;2;;;;NO;Base de c�lculo;SYS_C00100789 (C: ENABLED)
SIGET;DEBITO_FISCAL_DOC_MON;;N;6;VLR_DEBITO_TOTAL;NUMBER;22;N;2;;;;NO;Valor total a ser pago;SYS_C00100790 (C: ENABLED)
SIGET;DEBITO_FISCAL_DOC_MON;;N;7;COD_REFERENCIA_DEBITO;VARCHAR2;60;Y;;;;;NO;"Refer�ncia do D�bito

consta nesse campo:

N�mero do Auto de infra��o - quando o d�bito � de auto de infra��o;

N�mero da Inscri��o na D�vida - quando o d�bito � de D�vida Ativa

Sequencial de parcelamento - quando o d�bito � de parcelamento."; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;8;C0D_RECEITA;NUMBER;22;Y;0;;;;NO;C�digo Cont�bil de Receita; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;9;COD_ORIGEM_DEBITO;NUMBER;22;Y;0;;;;NO;C�digo de Origem do D�bito; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;10;DSC_OBSERVACAO;VARCHAR2;500;Y;;;;;NO;Descri��o da observa��o do d�bito fiscal pelo agente; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;11;STA_TIPO_LANCAMENTO_TERMO;NUMBER;22;Y;0;;;;NO;"Tipo do lan�amento do d�bito no termo:
0 - Autom�tica
1 - Manual (Lan�amento pelo Autidor)"; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;12;STA_ITEM_INDICADOR;NUMBER;22;Y;0;;;;NO;"0 - Inativo (n�o notificado)
1 - Ativo (notificado)"; (: )
SIGET;DEBITO_FISCAL_DOC_MON;;N;13;TXT_JUSTIFICATIVA;VARCHAR2;1000;Y;;;;;NO;Justificativa para desconsiderar item; (: )
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;1;SEQ_IND_DOC_MONITORAMENTO;NUMBER;22;N;0;3;1;0;NO;Sequencial num�rico e chave prim�ria do registro de indicador-compet�ncia no documento de monitoramento;FK_DEC_OMIT_R_IND_DOC (FOREIGN KEY: ENABLED)- PK_DECLARACAO_OMISSAO_DOC_MON (PRIMARY KEY: ENABLED)- SYS_C0068952 (C: ENABLED)
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;2;STA_TIPO_DECLARACAO;NUMBER;22;N;0;3;1;0;NO;"0 - N�o se Aplica
1 - EFD
2 - DIEF
3 - PGDAS-D";PK_DECLARACAO_OMISSAO_DOC_MON (PRIMARY KEY: ENABLED)- SYS_C0068953 (C: ENABLED)
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;3;STA_ENTREGA;NUMBER;22;Y;0;0;0;1;NO;"1 - CANCELADO
2 - OK
3 - OMISSO
4 - INCOMPLETO
5 - NO PRAZO"; (: )
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;4;STA_MOVIMENTO_ECONOMICO;NUMBER;22;Y;0;0;0;1;NO;"0 - NAO
1 - SIM"; (: )
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;5;DAT_ENTREGA;DATE;7;Y;;1;0;1;NO;Data de Entrega da Declaracao; (: )
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;6;COD_DECLARACAO;NUMBER;22;Y;0;0;0;1;NO;C�digo Sequencial da Declara��o na Base de Origem; (: )
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;7;STA_ITEM_INDICADOR;NUMBER;22;Y;0;3;1;0;NO;"0 - Inativo (n�o notificado)
1 - Ativo (notificado)"; (: )
SIGET;DECLARACAO_OMISSAO_DOC_MON;1;N;8;TXT_JUSTIFICATIVA;VARCHAR2;1000;Y;;0;0;1;NO;Justificativa para desconsiderar item; (: )
SIGET;DECLARACAO_TEF_DOC_MON;;N;1;SEQ_IND_DOC_MONITORAMENTO;NUMBER;22;N;0;;;;NO;Sequencial num�rico e chave prim�ria do registro de indicador-compet�ncia no documento de monitoramento;FK_DEC_TEF_R_IND_DOC (FOREIGN KEY: ENABLED)- PK_DECLARACAO_TEF_DOC_MON (PRIMARY KEY: ENABLED)- SYS_C0086634 (C: ENABLED)
SIGET;DECLARACAO_TEF_DOC_MON;;N;2;DSC_OBRIGACAO_ORIGEM;VARCHAR2;20;Y;;;;;NO;Descritivo da declara��o de origem; (: )
SIGET;DECLARACAO_TEF_DOC_MON;;N;3;VLR_DECLARADO_FATURAMENTO;NUMBER;22;Y;2;;;;NO;Valor declarado de Faturamento; (: )
SIGET;DECLARACAO_TEF_DOC_MON;;N;4;VLR_DEVOLUCAO_SN;NUMBER;22;Y;2;;;;NO;Valor de devolu��es SN; (: )
SIGET;DECLARACAO_TEF_DOC_MON;;N;5;VLR_TEF;NUMBER;22;Y;2;;;;NO;Valor de Transfer�ncia Eletr�nica de Fundos; (: )
SIGET;DECLARACAO_TEF_DOC_MON;;N;6;VLR_DIFERENCA;NUMBER;22;Y;2;;;;NO;"Valor da Diferenca
Declarado - (TEF informado pelas operadoras)"; (: )
SIGET;DECLARACAO_TEF_DOC_MON;;N;7;STA_ITEM_INDICADOR;NUMBER;22;Y;0;;;;NO;"0 - Inativo (n�o notificado)
1 - Ativo (notificado)"; (: )
SIGET;DECLARACAO_TEF_DOC_MON;;N;8;TXT_JUSTIFICATIVA;VARCHAR2;1000;Y;;;;;NO;Justificativa para desconsiderar item; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;1;ID_RECIBO;VARCHAR2;37;Y;;37;3171;2;NO;; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;2;NR_LOTE;NUMBER;22;Y;;4;139;3;NO;; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;3;SEQ_NOTA_FISCAL;VARCHAR2;16;Y;;16;494304;3;NO;; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;4;NUM_ID;VARCHAR2;50;Y;;45;495104;3;NO;; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;5;DAT_EMIS;DATE;7;Y;;8;164000;3;NO;; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;6;TIP_DOC_FISCAL;CHAR;1;Y;;2;2;3;NO;; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;7;DATA_PROCESSO;DATE;7;Y;;8;34;3;NO;; (: )
SIGET;DETAIL_NFE_ENT_PED;696771;N;8;SERIAL_PROCESSO;NUMBER;22;Y;;7;65;3;NO;; (: )
SIGET;DW_GIVAF_AC_ANUAL_ARR_PAG;0;N;1;DATARECANO;NUMBER;22;N;0;0;0;0;NO;;SYS_C0088719 (C: ENABLED)
SIGET;DW_GIVAF_AC_ANUAL_ARR_PAG;0;N;2;VL_RECOLHIDO;NUMBER;22;N;2;0;0;0;NO;;SYS_C0088720 (C: ENABLED)
SIGET;DW_GIVAF_AC_ANUAL_ARR_PAG;0;N;3;VL_RECANOANTERIOR;NUMBER;22;N;2;0;0;0;NO;;SYS_C0088721 (C: ENABLED)
SIGET;DW_GIVAF_AC_ANUAL_ARR_PAG;0;N;4;VL_METAARRECADACAO;NUMBER;22;N;2;0;0;0;NO;;SYS_C0088723 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_NORMAL;4516794;N;1;CNEMPRESA;NUMBER;22;N;0;5;12823;0;NO;;SYS_C00101584 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_NORMAL;4516794;N;2;DATAPERIODO;NUMBER;22;Y;;5;45;0;NO;; (: )
SIGET;DW_GIVAF_APURACAO_ICMS_NORMAL;4516794;N;3;DATAPERIODOANO;NUMBER;22;N;0;4;4;0;NO;;SYS_C00101585 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_NORMAL;4516794;N;4;DATAPERIODOMES;NUMBER;22;N;0;3;12;0;NO;;SYS_C00101586 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_NORMAL;4516794;N;5;CNTIPOICMS_NORMAL;NUMBER;22;N;0;4;18;0;NO;;SYS_C00101587 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_NORMAL;4516794;N;6;NMTIPOICMS_NORMAL;VARCHAR2;60;Y;;23;18;0;NO;; (: )
SIGET;DW_GIVAF_APURACAO_ICMS_NORMAL;4516794;N;7;VL_APURADO;NUMBER;22;Y;2;3;415264;0;NO;; (: )
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;1;CNEMPRESA;NUMBER;22;N;0;5;4905;0;NO;;SYS_C0081300 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;2;DATAPERIODO;NUMBER;22;Y;;5;44;0;NO;; (: )
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;3;DATAPERIODOANO;NUMBER;22;N;0;4;4;0;NO;;SYS_C0081301 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;4;DATAPERIODOMES;NUMBER;22;N;0;3;12;0;NO;;SYS_C0081302 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;5;CNTIPOICMS_OUTROS;NUMBER;22;N;0;3;5;0;NO;;SYS_C0081303 (C: ENABLED)
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;6;NMTIPOICMS_OUTROS;VARCHAR2;80;Y;;23;5;0;NO;; (: )
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;7;VL_RECOLHER;NUMBER;22;Y;2;4;56296;0;NO;; (: )
SIGET;DW_GIVAF_APURACAO_ICMS_OUTROS;142339;N;8;VL_RECOLHIDO;NUMBER;22;Y;2;4;69048;252;NO;; (: )
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;1;CNEMPRESA;NUMBER;22;N;;5;9287;0;NO;;SYS_C00106243 (C: ENABLED)
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;2;DATAPERIODO;NUMBER;22;Y;;5;45;0;NO;; (: )
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;3;DATAPERIODOANO;NUMBER;22;N;0;4;4;0;NO;;SYS_C00106244 (C: ENABLED)
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;4;DATAPERIODOMES;NUMBER;22;N;0;3;12;0;NO;;SYS_C00106245 (C: ENABLED)
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;5;VL_TEF_DEBITO;NUMBER;22;Y;2;4;87280;0;NO;; (: )
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;6;VL_TEF_CREDITO;NUMBER;22;Y;2;4;101032;0;NO;; (: )
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;7;VL_CONTABIL_DEBITO;NUMBER;22;Y;2;3;62484;0;NO;; (: )
SIGET;DW_GIVAF_DEBITO_CREDITO_TEF;268122;N;8;VL_CONTABIL_CREDITO;NUMBER;22;Y;2;4;130384;0;NO;; (: )
SIGET;DW_GIVAF_DEMOST_NFE_ECF;0;N;1;CNEMPRESA;NUMBER;22;Y;0;0;0;0;NO;; (: )
SIGET;DW_GIVAF_DEMOST_NFE_ECF;0;N;2;NMEMPRESA;VARCHAR2;100;N;;0;0;0;NO;;SYS_C0095255 (C: ENABLED)
SIGET;DW_GIVAF_DEMOST_NFE_ECF;0;N;3;DATAEMISSAO;NUMBER;22;Y;;0;0;0;NO;; (: )
SIGET;DW_GIVAF_DEMOST_NFE_ECF;0;N;4;DATAEMISSAOANO;NUMBER;22;Y;;0;0;0;NO;; (: )
SIGET;DW_GIVAF_DEMOST_NFE_ECF;0;N;5;EMISSAOMES;NUMBER;22;Y;;0;0;0;NO;; (: )
