"OWNER";"TABLE_NAME";"COLUMN_ID";"COLUMN_NAME";"DATA_TYPE";"DATA_LENGTH";"NULLABLE";"DATA_SCALE";"AVG_COL_LEN";"NUM_DISTINCT";"NUM_NULLS";"DENSITY";"DEFAULT_ON_NULL";"NUM_BUCKETS";"COMMENTS";"CONSTRAINTS"
"TRAMITA";"ASSINADOR_FAVORITO_AUD";1;"REV";"NUMBER";22;"N";0;6;4522;0;0,000221141088014153;"NO";1;"revisão";"PK_ASSINADOR_FAVORITO_AUD (PRIMARY KEY, ENABLED); SYS_C00248890 (CHECK, ENABLED)"
"TRAMITA";"ASSINADOR_FAVORITO_AUD";2;"SEQ_USUARIO_FISCAL";"NUMBER";22;"N";0;5;782;0;0,00127877237851662;"NO";1;"Sequencial fiscal";"PK_ASSINADOR_FAVORITO_AUD (PRIMARY KEY, ENABLED); SYS_C00248891 (CHECK, ENABLED)"
"TRAMITA";"ASSINADOR_FAVORITO_AUD";3;"SEQ_USUARIO_ASSINADOR_FAVORITO";"NUMBER";22;"N";0;5;772;0;0,00129533678756477;"NO";1;"Sequencial do usuario assinador";"PK_ASSINADOR_FAVORITO_AUD (PRIMARY KEY, ENABLED); SYS_C00248892 (CHECK, ENABLED)"
"TRAMITA";"ASSINADOR_FAVORITO_AUD";4;"REVTYPE";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"tipo de revisão";" (, )"
"TRAMITA";"ASSINATURA";1;"SEQ_ASSINATURA";"NUMBER";22;"N";0;6;4449687;0;0,000000224734908320518;"NO";1;"sequencial da assinatura";"PK_ASSINATURA (PRIMARY KEY, ENABLED); SYS_C00245216 (CHECK, ENABLED)"
"TRAMITA";"ASSINATURA";2;"DSC_ASSINATURA";"VARCHAR2";255;"Y";;0;0;4449687;0;"NO";0;"informacoes da assinatura";" (, )"
"TRAMITA";"ASSINATURA";3;"SEQ_DOCUMENTO";"NUMBER";22;"Y";0;6;4174592;28186;0,000000239544367449562;"NO";1;"Sequencial documento";"FK_DOC_R_ASS (FOREIGN KEY, ENABLED)"
"TRAMITA";"ASSINATURA";4;"DAT_ASSINADO";"TIMESTAMP(6)";11;"Y";6;11;4018631;431056;0;"NO";254;"Data e hora da assinatura";" (, )"
"TRAMITA";"ASSINATURA";5;"STA_ASSINADO";"NUMBER";22;"Y";0;3;2;0;0,000000112367454160259;"NO";2;"Campo que define se foi ou nao assinado o documento";" (, )"
"TRAMITA";"ASSINATURA";6;"SEQ_USUARIO";"NUMBER";22;"Y";0;5;202464;0;0,000005;"NO";254;"Sequencial usuario";"FK_USU_R_ASS (FOREIGN KEY, ENABLED)"
"TRAMITA";"ASSINATURA";7;"DAT_CRIACAO";"TIMESTAMP(6)";11;"Y";6;11;4398080;2081;0,000000227371944121071;"NO";1;"Data e hora da criacao do assinador";" (, )"
"TRAMITA";"ASSINATURA";8;"DAT_CARGA_ETL";"DATE";7;"Y";;2;1;4080455;1;"NO";1;"Migração do sistema VIPRO";" (, )"
"TRAMITA";"ASSINATURA";9;"SEQ_SISTEMA_VIPRO";"NUMBER";22;"Y";0;2;368288;4080455;0,00000271526631332001;"NO";1;"Migração do sistema VIPRO";" (, )"
"TRAMITA";"ASSINATURA";10;"STA_ASSINADOR_SECEX";"NUMBER";22;"Y";0;2;2;4117143;0,00000150356043110085;"NO";2;"Indica se o assinador possuia o cargo SECEX-RECEITA no momento da assinatura";" (, )"
"TRAMITA";"ASSINATURA_AUD";1;"SEQ_ASSINATURA";"NUMBER";22;"N";0;6;4076032;0;0,000000245336641125487;"NO";1;"sequencial assinatura";"PK_ASSINATURA_AUD (PRIMARY KEY, ENABLED); SYS_C00245217 (CHECK, ENABLED)"
"TRAMITA";"ASSINATURA_AUD";2;"REV";"NUMBER";22;"N";0;6;4849664;0;0,000000206199852195946;"NO";1;"envers audit column";"PK_ASSINATURA_AUD (PRIMARY KEY, ENABLED); SYS_C00245218 (CHECK, ENABLED)"
"TRAMITA";"ASSINATURA_AUD";3;"REVTYPE";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"envers audit column";" (, )"
"TRAMITA";"ASSINATURA_AUD";4;"DSC_ASSINATURA";"VARCHAR2";255;"Y";;0;0;5012859;0;"NO";0;"informacoes da assinatura";" (, )"
"TRAMITA";"ASSINATURA_AUD";5;"SEQ_DOCUMENTO";"NUMBER";22;"Y";0;0;0;5012859;0;"NO";0;"Sequencial documento";" (, )"
"TRAMITA";"ASSINATURA_AUD";6;"DAT_ASSINADO";"TIMESTAMP(6)";11;"Y";6;9;3655936;1351798;0,000000273527764162173;"NO";1;"Data e hora da assinatura";" (, )"
"TRAMITA";"ASSINATURA_AUD";7;"STA_ASSINADO";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Campo que define se foi ou nao assinado o documento";" (, )"
"TRAMITA";"ASSINATURA_AUD";8;"SEQ_USUARIO";"NUMBER";22;"Y";0;5;187488;0;0,0000053336746885134;"NO";1;"Sequencial usuario";" (, )"
"TRAMITA";"ASSINATURA_AUD";9;"DAT_CRIACAO";"TIMESTAMP(6)";11;"Y";6;11;4002304;2644;0,000000249856082896252;"NO";1;"Data e hora da criacao do assinador";" (, )"
"TRAMITA";"ASSINATURA_AUD";10;"STA_ASSINADOR_SECEX";"NUMBER";22;"Y";0;2;2;4682426;0,5;"NO";1;"Indica se o assinador possuia o cargo SECEX-RECEITA no momento da assinatura";" (, )"
"TRAMITA";"ASSUNTO";1;"SEQ_ASSUNTO";"NUMBER";22;"N";0;4;563;0;0,00177619893428064;"NO";1;"sequencial assunto";"PK_ASSUNTO (PRIMARY KEY, ENABLED); SYS_C00245219 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO";2;"DSC_ASSUNTO";"VARCHAR2";255;"Y";;44;560;0;0,001784;"NO";254;"descricao assunto";" (, )"
"TRAMITA";"ASSUNTO";3;"SEQ_ASSUNTO_CATEG";"NUMBER";22;"Y";0;4;78;0;0,00088809946714032;"NO";78;"sequencial assunto categoria";"FK_ASS_CAT_R_ASS (FOREIGN KEY, ENABLED)"
"TRAMITA";"ASSUNTO";4;"SEQ_FASE_INICIAL";"NUMBER";22;"Y";0;4;6;0;0,00088809946714032;"NO";6;"sequencial fase";"FK_FAS_R_ASS (FOREIGN KEY, ENABLED)"
"TRAMITA";"ASSUNTO";5;"COD_NIVEL_SIGILO";"NUMBER";22;"N";0;3;3;0;0,333333333333333;"NO";1;"Codigo do nível de sigilo do documento (enum)";"SYS_C00245220 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO";6;"STA_ATIVO";"NUMBER";22;"Y";0;3;2;0;0,00088809946714032;"NO";2;"Flag para informar se o assunto esta ativo ou nao (delecao logica)";" (, )"
"TRAMITA";"ASSUNTO";7;"STA_DAE";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Define se emite um DAE no processo";" (, )"
"TRAMITA";"ASSUNTO";8;"COD_RECEITA";"NUMBER";22;"Y";0;2;3;472;0,333333333333333;"NO";1;"Código da Receita do DAE";" (, )"
"TRAMITA";"ASSUNTO";9;"COD_PRODUTO";"NUMBER";22;"Y";0;2;6;473;0,166666666666667;"NO";1;"Código do produto do DAE";" (, )"
"TRAMITA";"ASSUNTO";10;"SEQ_METADADO";"NUMBER";22;"Y";0;2;49;514;0,0204081632653061;"NO";1;"sequencial metadado";" (, )"
"TRAMITA";"ASSUNTO";11;"STA_NOTIFICACAO";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Define se este assunto envia uma notificação por email";" (, )"
"TRAMITA";"ASSUNTO";12;"DSC_CATEG_VIPROC";"VARCHAR2";255;"Y";;2;2;561;0,5;"NO";1;"Descricao da categoria do assunto processual que vai para o VIPROC";" (, )"
"TRAMITA";"ASSUNTO";13;"DSC_ASSUNTO_VIPROC";"VARCHAR2";255;"Y";;45;406;97;0,00246305418719212;"NO";1;"Descricao do assunto processual que vai para o VIPROC";" (, )"
"TRAMITA";"ASSUNTO";14;"COD_PUBLICO";"NUMBER";22;"Y";0;3;2;0;0,00088809946714032;"NO";2;"Define se o assunto processual é exibido ao publico externo ou nao. ";" (, )"
"TRAMITA";"ASSUNTO";15;"SEQ_SIT_INICIAL";"NUMBER";22;"Y";0;4;9;0;0,00088809946714032;"NO";9;"sequencial situacao";"FK_SIT_R_ASS (FOREIGN KEY, ENABLED)"
"TRAMITA";"ASSUNTO";16;"COD_LOTACAO_INICIAL";"NUMBER";22;"Y";0;6;58;0;0,00088809946714032;"NO";58;"Codigo do orgao local que o processo vai cair por padrao em sua abertura";" (, )"
"TRAMITA";"ASSUNTO";17;"COD_TIPO_DISTRIBUICAO";"NUMBER";22;"Y";0;2;5;337;0,2;"NO";1;"codigo do tipo de distribuição";" (, )"
"TRAMITA";"ASSUNTO";18;"SEQ_USU_RECEB_PADRAO";"NUMBER";22;"Y";0;2;36;497;0,00757575757575758;"NO";36;"sequencial usuario tramita";"FK_USU_R_ASSUNTO (FOREIGN KEY, ENABLED)"
"TRAMITA";"ASSUNTO";19;"DSC_EXTENSAO";"VARCHAR2";255;"Y";;6;16;80;0,0625;"NO";1;"extensao arquivos por assunto";" (, )"
"TRAMITA";"ASSUNTO";20;"STA_NAO_SIMILARIDADE";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Status nao similaridade.";" (, )"
"TRAMITA";"ASSUNTO";21;"STA_GERAR_PROCESSO_VIPROC";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Status de Gerar Processo Viproc";" (, )"
"TRAMITA";"ASSUNTO";22;"SEQ_ASSUNTO_SANFIT";"NUMBER";22;"Y";0;2;3;560;0,333333333333333;"NO";1;"sequencial assunto sanfit";" (, )"
"TRAMITA";"ASSUNTO";23;"STA_REGIME_ESPECIAL";"NUMBER";22;"Y";0;0;0;563;0;"NO";0;"Status do regime especial";" (, )"
"TRAMITA";"ASSUNTO";24;"NUM_SLA";"NUMBER";22;"Y";0;2;1;562;1;"NO";1;"Campo utlizado no painel de Governança Corporativa - Tableau";" (, )"
"TRAMITA";"ASSUNTO";25;"COD_AREA_RESPONSAVEL";"NUMBER";22;"Y";0;6;48;30;0,000938086303939962;"NO";48;"Campo utlizado no painel de Governança Corporativa - Tableau";" (, )"
"TRAMITA";"ASSUNTO";26;"SEQ_GESTOR_PROCESSO";"NUMBER";22;"Y";0;2;40;437;0,00396825396825397;"NO";40;"Campo utlizado no painel de Governança Corporativa - Tableau";" (, )"
"TRAMITA";"ASSUNTO";27;"STA_ASSINATURA_OBRIGATORIA";"NUMBER";22;"Y";0;3;2;24;0,000927643784786642;"NO";2;"Campo para que a assinatura seja opcional";" (, )"
"TRAMITA";"ASSUNTO";28;"DSC_OBSERVACAO";"VARCHAR2";255;"Y";;59;122;368;0,00819672131147541;"NO";1;"descricao do assunto";" (, )"
"TRAMITA";"ASSUNTO";29;"STA_OBSERVACAO_OBRIGATORIA";"NUMBER";22;"Y";0;2;1;482;1;"NO";1;"se campo DSC_OBSERVACAO é obrigatório";" (, )"
"TRAMITA";"ASSUNTO";30;"STA_CANCELAMENTO";"NUMBER";22;"Y";0;3;2;161;0,5;"NO";1;"Define se a situacao que permite que o processo seja cancelado";" (, )"
"TRAMITA";"ASSUNTO";31;"SEQ_SIT_CANCELAMENTO";"NUMBER";22;"Y";0;4;2;174;0,0012853470437018;"NO";2;"sequencial de cancelamento";" (, )"
"TRAMITA";"ASSUNTO";32;"COD_PRIORIDADE";"NUMBER";22;"Y";0;2;1;561;1;"NO";1;"CODIGO DO ENUM DO TIPO DE PRIORIDADE";" (, )"
"TRAMITA";"ASSUNTO";33;"STA_APENSAVEL";"NUMBER";22;"Y";0;2;2;520;0,5;"NO";1;"Flag para informar se o processo do assunto pode ser apensado";" (, )"
"TRAMITA";"ASSUNTO";34;"COD_ASSUNTO_SUITE";"NUMBER";22;"Y";0;4;325;185;0,00307692307692308;"NO";1;"Código do assunto no sistema Suite";" (, )"
"TRAMITA";"ASSUNTO";35;"STA_ENVIAR_EMAIL_PROC_ABERTO";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Indica se será enviado um email quando um processo externo for aberto pelo contribuinte";" (, )"
"TRAMITA";"ASSUNTO";36;"DSC_EMAILS_PROC_ABERTO";"VARCHAR2";500;"Y";;2;1;562;1;"NO";1;"Emails que receberão a cópia do email de processo externo (separados por vírgula)";" (, )"
"TRAMITA";"ASSUNTO_ASS_TIPO_DOC_AUD";1;"SEQ_ASSUNTO_TIPO_DOC";"NUMBER";22;"N";0;5;104912;0;0,00000953179807838951;"NO";1;"sequencial assunto";"PK_ASSUNTO_ASS_TIPO_DOC_AUD (PRIMARY KEY, ENABLED); SYS_C00245186 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ASS_TIPO_DOC_AUD";2;"REV";"NUMBER";22;"N";0;6;6875;0;0,000145454545454545;"NO";1;"envers audit column";"PK_ASSUNTO_ASS_TIPO_DOC_AUD (PRIMARY KEY, ENABLED); SYS_C00245187 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ASS_TIPO_DOC_AUD";3;"REVTYPE";"NUMBER";22;"N";0;3;2;0;0,5;"NO";1;"envers audit column";"SYS_C00245188 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ASS_TIPO_DOC_AUD";4;"SEQ_ASSUNTO";"NUMBER";22;"Y";0;4;544;0;0,00183823529411765;"NO";1;"codigo tipo";" (, )"
"TRAMITA";"ASSUNTO_ATENDENTE_SANFIT";1;"SEQ_ASSUNTO";"NUMBER";22;"N";0;3;3;0;0,000641848523748395;"NO";3;"sequencial de assunto sanfit";"FK_ASSUNTO_ATENDENTE (FOREIGN KEY, ENABLED); SYS_C00250985 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ATENDENTE_SANFIT";2;"SEQ_ATENDENTE";"NUMBER";22;"N";0;4;418;0;0,00239234449760766;"NO";1;"sequencial atendente";"FK_ATENDENTE_ASSUNTO (FOREIGN KEY, ENABLED); SYS_C00250986 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ATENDENTE_SANFIT_AUD";1;"SEQ_ASSUNTO";"NUMBER";22;"N";0;3;3;0;0,333333333333333;"NO";1;"senquencial assunto";"PK_ASSUNTO_ATENDENTE_SANFIT_AU (PRIMARY KEY, ENABLED); SYS_C00250989 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ATENDENTE_SANFIT_AUD";2;"SEQ_ATENDENTE";"NUMBER";22;"N";0;4;412;0;0,00242718446601942;"NO";1;"sequencial atendente";"PK_ASSUNTO_ATENDENTE_SANFIT_AU (PRIMARY KEY, ENABLED); SYS_C00250990 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ATENDENTE_SANFIT_AUD";3;"REV";"NUMBER";22;"N";0;6;419;0;0,00238663484486874;"NO";1;"revisão";"PK_ASSUNTO_ATENDENTE_SANFIT_AU (PRIMARY KEY, ENABLED); SYS_C00250991 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_ATENDENTE_SANFIT_AUD";4;"REVTYPE";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"tipo de revisão";" (, )"
"TRAMITA";"ASSUNTO_AUD";1;"SEQ_ASSUNTO";"NUMBER";22;"N";0;4;544;0;0,001782;"NO";254;"sequencial assunto";"PK_ASSUNTO_AUD (PRIMARY KEY, ENABLED); SYS_C00245221 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_AUD";2;"REV";"NUMBER";22;"N";0;6;7442;0;0,000134;"NO";254;"envers audit column";"PK_ASSUNTO_AUD (PRIMARY KEY, ENABLED); SYS_C00245222 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_AUD";3;"REVTYPE";"NUMBER";22;"Y";0;3;2;0;0,0000671862402579952;"NO";2;"envers audit column";" (, )"
"TRAMITA";"ASSUNTO_AUD";4;"SEQ_ASSUNTO_CATEG";"NUMBER";22;"Y";0;4;79;0;0,0126582278481013;"NO";1;"sequencial assunto";" (, )"
"TRAMITA";"ASSUNTO_AUD";5;"DSC_ASSUNTO";"VARCHAR2";255;"Y";;41;1046;0;0,000956022944550669;"NO";1;"descricao assunto";" (, )"
"TRAMITA";"ASSUNTO_AUD";6;"SEQ_FASE_INICIAL";"NUMBER";22;"Y";0;4;9;0;0,111111111111111;"NO";1;"codigo fase";" (, )"
"TRAMITA";"ASSUNTO_AUD";7;"COD_NIVEL_SIGILO";"NUMBER";22;"Y";0;3;4;0;0,25;"NO";1;"Codigo do nível de sigilo do documento (enum)";" (, )"
"TRAMITA";"ASSUNTO_AUD";8;"STA_ATIVO";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Flag para informar se o assunto esta ativo ou nao (delecao logica)";" (, )"
"TRAMITA";"ASSUNTO_AUD";9;"STA_DAE";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Define se emite um DAE no processo";" (, )"
"TRAMITA";"ASSUNTO_AUD";10;"COD_RECEITA";"NUMBER";22;"Y";0;2;3;5665;0,333333333333333;"NO";1;"Código da Receita do DAE";" (, )"
"TRAMITA";"ASSUNTO_AUD";11;"COD_PRODUTO";"NUMBER";22;"Y";0;2;7;5676;0,142857142857143;"NO";1;"Código do produto do DAE";" (, )"
"TRAMITA";"ASSUNTO_AUD";12;"SEQ_METADADO";"NUMBER";22;"Y";0;2;78;6186;0,0128205128205128;"NO";1;"sequencial metadado";" (, )"
"TRAMITA";"ASSUNTO_AUD";13;"STA_NOTIFICACAO";"NUMBER";22;"Y";0;3;2;0;0,5;"NO";1;"Define se este assunto envia uma notificação por email";" (, )"
"TRAMITA";"ASSUNTO_AUD";14;"DSC_CATEG_VIPROC";"VARCHAR2";255;"Y";;2;4;7365;0,25;"NO";1;"Descricao da categoria do assunto processual que vai para o VIPROC";" (, )"
"TRAMITA";"ASSUNTO_AUD";15;"DSC_ASSUNTO_VIPROC";"VARCHAR2";255;"Y";;48;427;737;0,00234192037470726;"NO";1;"Descricao do assunto processual que vai para o VIPROC";" (, )"
"TRAMITA";"ASSUNTO_AUD";16;"COD_PUBLICO";"NUMBER";22;"Y";0;3;2;4;0,5;"NO";1;"Define se o assunto processual é exibido ao publico externo ou nao. ";" (, )"
"TRAMITA";"ASSUNTO_AUD";17;"SEQ_SIT_INICIAL";"NUMBER";22;"Y";0;4;9;4;0,111111111111111;"NO";1;"Situacao inicial que o processo fica quando for aberto";" (, )"
"TRAMITA";"ASSUNTO_AUD";18;"COD_LOTACAO_INICIAL";"NUMBER";22;"Y";0;6;63;4;0,0158730158730159;"NO";1;"Codigo do orgao local que o processo vai cair por padrao em sua abertura";" (, )"
"TRAMITA";"ASSUNTO_AUD";19;"COD_TIPO_DISTRIBUICAO";"NUMBER";22;"Y";0;2;5;4363;0,2;"NO";1;"código tipo distribuição";" (, )"
"TRAMITA";"ASSUNTO_AUD";20;"SEQ_USU_RECEB_PADRAO";"NUMBER";22;"Y";0;2;44;6540;0,0227272727272727;"NO";1;"sequencial usuário tramita";" (, )"
"TRAMITA";"ASSUNTO_AUD";21;"DSC_EXTENSAO";"VARCHAR2";255;"Y";;5;24;2763;0,0416666666666667;"NO";1;"extensao arquivos por assunto";" (, )"
"TRAMITA";"ASSUNTO_AUD";22;"STA_NAO_SIMILARIDADE";"NUMBER";22;"Y";0;2;2;2451;0,5;"NO";1;"Status nao similaridade.";" (, )"
"TRAMITA";"ASSUNTO_AUD";23;"STA_GERAR_PROCESSO_VIPROC";"NUMBER";22;"Y";0;3;2;18;0,5;"NO";1;"Status de Gerar Processo Viproc";" (, )"
"TRAMITA";"ASSUNTO_AUD";24;"SEQ_ASSUNTO_SANFIT";"NUMBER";22;"Y";0;2;3;7413;0,333333333333333;"NO";1;"sequencial assunto sanfit";" (, )"
"TRAMITA";"ASSUNTO_AUD";25;"STA_REGIME_ESPECIAL";"NUMBER";22;"Y";0;0;0;7442;0;"NO";0;"Status do regime especial";" (, )"
"TRAMITA";"ASSUNTO_AUD";26;"NUM_SLA";"NUMBER";22;"Y";0;2;1;7416;1;"NO";1;"Campo utlizado no painel de Governança Corporativa - Tableau";" (, )"
"TRAMITA";"ASSUNTO_AUD";27;"COD_AREA_RESPONSAVEL";"NUMBER";22;"Y";0;4;47;3723;0,0212765957446809;"NO";1;"Campo utlizado no painel de Governança Corporativa - Tableau";" (, )"
"TRAMITA";"ASSUNTO_AUD";28;"SEQ_GESTOR_PROCESSO";"NUMBER";22;"Y";0;2;40;6367;0,025;"NO";1;"Campo utlizado no painel de Governança Corporativa - Tableau";" (, )"
"TRAMITA";"ASSUNTO_AUD";29;"STA_ASSINATURA_OBRIGATORIA";"NUMBER";22;"Y";0;2;2;4075;0,5;"NO";1;"Campo para que a assinatura seja opcional";" (, )"
"TRAMITA";"ASSUNTO_AUD";30;"DSC_OBSERVACAO";"VARCHAR2";255;"Y";;28;130;6381;0,00769230769230769;"NO";1;"";" (, )"
"TRAMITA";"ASSUNTO_AUD";31;"STA_OBSERVACAO_OBRIGATORIA";"NUMBER";22;"Y";0;2;1;6983;1;"NO";1;"se campo DSC_OBSERVACAO é obrigatório";" (, )"
"TRAMITA";"ASSUNTO_AUD";32;"SEQ_SIT_CANCELAMENTO";"NUMBER";22;"Y";0;2;2;5984;0,5;"NO";1;"sequencial de cancelamento";" (, )"
"TRAMITA";"ASSUNTO_AUD";33;"STA_CANCELAMENTO";"NUMBER";22;"Y";0;2;2;5977;0,5;"NO";1;"Define se a situacao que permite que o processo seja cancelado";" (, )"
"TRAMITA";"ASSUNTO_AUD";34;"COD_PRIORIDADE";"NUMBER";22;"Y";0;2;1;7437;1;"NO";1;"Define o codigo da prioridade";" (, )"
"TRAMITA";"ASSUNTO_AUD";35;"STA_APENSAVEL";"NUMBER";22;"Y";0;2;2;7376;0,5;"NO";1;"Flag para informar se o processo do assunto pode ser apensado";" (, )"
"TRAMITA";"ASSUNTO_AUD";36;"COD_ASSUNTO_SUITE";"NUMBER";22;"Y";0;2;143;7167;0,00699300699300699;"NO";1;"Código do assunto no sistema Suite";" (, )"
"TRAMITA";"ASSUNTO_AUD";37;"STA_ENVIAR_EMAIL_PROC_ABERTO";"NUMBER";22;"Y";0;0;0;7442;0;"NO";0;"Indica se será enviado um email quando um processo externo for aberto pelo contribuinte";" (, )"
"TRAMITA";"ASSUNTO_AUD";38;"DSC_EMAILS_PROC_ABERTO";"VARCHAR2";500;"Y";;0;0;7442;0;"NO";0;"Emails que receberão a cópia do email de processo externo (separados por vírgula)";" (, )"
"TRAMITA";"ASSUNTO_CATEG";1;"SEQ_ASSUNTO_CATEG";"NUMBER";22;"N";0;4;91;0;0,010989010989011;"NO";1;"sequencial assunto";"PK_ASSUNTO_CATEG (PRIMARY KEY, ENABLED); SYS_C00245223 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_CATEG";2;"SEQ_ASSUNTO_CATEG_PAI";"NUMBER";22;"Y";0;2;14;51;0,0125;"NO";14;"codigo assunto categoria";" (, )"
"TRAMITA";"ASSUNTO_CATEG";3;"DSC_ASSUNTO_CATEG";"VARCHAR2";255;"Y";;23;89;1;0,00555555555555556;"NO";89;"descricao do assunto categoria (nome da categoria)";" (, )"
"TRAMITA";"ASSUNTO_CATEG";4;"DSC_ICONE";"VARCHAR2";255;"Y";;14;58;0;0,0172413793103448;"NO";1;"nome do icone";" (, )"
"TRAMITA";"ASSUNTO_CATEG";5;"STA_ATIVO";"NUMBER";22;"Y";0;3;2;0;0,00549450549450549;"NO";2;"Flag para informar se a categoria do assunto esta ativo ou nao (delecao logica)";" (, )"
"TRAMITA";"ASSUNTO_CATEG";6;"DSC_OBSERVACAO";"VARCHAR2";255;"Y";;8;10;81;0,1;"NO";1;"descricao do assunto categoria (nome da categoria)";" (, )"
"TRAMITA";"ASSUNTO_CATEG_AUD";1;"SEQ_ASSUNTO_CATEG";"NUMBER";22;"N";0;4;87;0;0,0114942528735632;"NO";1;"sequencial assunto";"PK_ASSUNTO_CATEG_AUD (PRIMARY KEY, ENABLED); SYS_C00245224 (CHECK, ENABLED)"
"TRAMITA";"ASSUNTO_CATEG_AUD";2;"REV";"NUMBER";22;"N";0;6;311;0;0,00321543408360129;"NO";1;"envers audit column";"PK_ASSUNTO_CATEG_AUD (PRIMARY KEY, ENABLED); SYS_C00245225 (CHECK, ENABLED)"
